Exam ID,Groupe,Module,Prof,Salle,Date,Creneau
1039,Groupe_27_2,Module_27_1,Prof_49,S_6_1,2025-01-10,2
1129,Groupe_52_4,Module_52_3,Prof_49,S_6_2,2025-01-12,1
1219,Groupe_75_1,Module_75_2,Prof_49,S_5_19,2025-01-11,2
1309,Groupe_80_4,Module_80_8,Prof_49,AMP_3_3,2025-01-17,3
1399,Groupe_104_2,Module_104_4,Prof_49,S_4_25,2025-01-13,2
1488,Groupe_113_2,Module_113_6,Prof_49,AMP_2_2,2025-01-15,4
1579,Groupe_160_3,Module_160_5,Prof_49,S_5_22,2025-01-14,1
1669,Groupe_198_1,Module_198_8,Prof_49,AMP_3_3,2025-01-17,2
1750,Groupe_22_4,Module_22_2,Prof_49,S_5_23,2025-01-11,3
1840,Groupe_34_4,Module_34_4,Prof_49,S_4_23,2025-01-13,4
1890,Groupe_38_3,Module_38_6,Prof_49,S_5_10,2025-01-15,1
2034,Groupe_57_2,Module_57_5,Prof_49,AMP_6_3,2025-01-20,3
2120,Groupe_73_2,Module_73_3,Prof_49,AMP_1_3,2025-01-18,2
2209,Groupe_93_3,Module_93_1,Prof_49,S_6_1,2025-01-16,1
2299,Groupe_114_2,Module_114_1,Prof_49,S_5_3,2025-01-16,3
2391,Groupe_124_3,Module_124_3,Prof_49,AMP_3_1,2025-01-18,2
2480,Groupe_135_3,Module_135_4,Prof_49,AMP_3_2,2025-01-19,4
2571,Groupe_152_3,Module_152_7,Prof_49,AMP_5_3,2025-01-22,3
2662,Groupe_170_5,Module_170_2,Prof_49,AMP_7_1,2025-01-18,3
2749,Groupe_181_4,Module_181_5,Prof_49,AMP_7_2,2025-01-21,2
2839,Groupe_186_5,Module_186_3,Prof_49,AMP_4_2,2025-01-19,1
2931,Groupe_6_3,Module_6_3,Prof_49,AMP_2_2,2025-01-19,3
3018,Groupe_30_1,Module_30_6,Prof_49,AMP_4_1,2025-01-22,3
3114,Groupe_76_4,Module_76_4,Prof_49,AMP_2_3,2025-01-20,4
3202,Groupe_86_1,Module_86_3,Prof_49,AMP_2_1,2025-01-20,4
3291,Groupe_98_1,Module_98_4,Prof_49,S_5_21,2025-01-21,3
3379,Groupe_108_3,Module_108_4,Prof_49,S_5_23,2025-01-21,3
3469,Groupe_150_2,Module_150_8,Prof_49,AMP_5_2,2025-01-25,4
3559,Groupe_184_2,Module_184_7,Prof_49,AMP_3_1,2025-01-24,3
3649,Groupe_32_1,Module_32_6,Prof_49,S_5_16,2025-01-23,2
3740,Groupe_61_3,Module_61_5,Prof_49,S_5_1,2025-01-23,2
3829,Groupe_66_4,Module_66_4,Prof_49,S_4_23,2025-01-22,1
3927,Groupe_118_2,Module_118_2,Prof_49,S_5_14,2025-01-23,2
4009,Groupe_128_2,Module_128_6,Prof_49,AMP_6_3,2025-01-28,3
4099,Groupe_151_4,Module_151_5,Prof_49,AMP_5_1,2025-01-27,4
4191,Groupe_191_3,Module_191_5,Prof_49,AMP_3_3,2025-01-27,2
4285,Groupe_15_4,Module_15_3,Prof_49,AMP_7_3,2025-01-26,2
4370,Groupe_40_3,Module_40_4,Prof_49,AMP_5_3,2025-01-27,4
4458,Groupe_71_4,Module_71_2,Prof_49,AMP_6_1,2025-01-25,1
4547,Groupe_130_1,Module_130_1,Prof_49,S_5_24,2025-01-24,3
4637,Groupe_144_1,Module_144_1,Prof_49,S_5_22,2025-01-24,1
4729,Groupe_172_1,Module_172_3,Prof_49,AMP_2_3,2025-01-26,1
4819,Groupe_3_2,Module_3_3,Prof_49,AMP_2_1,2025-01-26,2
4914,Groupe_50_4,Module_50_5,Prof_49,S_5_17,2025-01-29,3
5000,Groupe_156_4,Module_156_1,Prof_49,S_5_24,2025-01-25,2
5093,Groupe_175_3,Module_175_4,Prof_49,S_6_2,2025-01-28,1
50,Groupe_12_2,Module_12_9,Prof_50,AMP_1_1,2025-01-18,2
140,Groupe_29_4,Module_29_2,Prof_50,AMP_5_1,2025-01-11,1
230,Groupe_54_3,Module_54_6,Prof_50,AMP_5_2,2025-01-15,1
320,Groupe_70_4,Module_70_7,Prof_50,AMP_1_3,2025-01-16,3
410,Groupe_97_1,Module_97_3,Prof_50,AMP_1_2,2025-01-12,2
500,Groupe_115_2,Module_115_6,Prof_50,AMP_3_1,2025-01-15,2
590,Groupe_126_4,Module_126_4,Prof_50,AMP_3_2,2025-01-13,2
680,Groupe_142_2,Module_142_5,Prof_50,AMP_7_2,2025-01-14,3
770,Groupe_164_1,Module_164_4,Prof_50,AMP_4_2,2025-01-13,2
860,Groupe_174_4,Module_174_2,Prof_50,AMP_4_1,2025-01-11,2
950,Groupe_5_2,Module_5_8,Prof_50,AMP_5_2,2025-01-17,2
1040,Groupe_27_2,Module_27_2,Prof_50,AMP_6_1,2025-01-11,3
1130,Groupe_52_4,Module_52_4,Prof_50,S_5_17,2025-01-13,4
1220,Groupe_75_1,Module_75_3,Prof_50,AMP_2_2,2025-01-12,4
1310,Groupe_82_1,Module_82_1,Prof_50,S_6_1,2025-01-10,3
1400,Groupe_104_2,Module_104_5,Prof_50,S_5_24,2025-01-14,2
1490,Groupe_113_2,Module_113_8,Prof_50,AMP_4_1,2025-01-17,4
1580,Groupe_160_3,Module_160_6,Prof_50,S_5_22,2025-01-15,3
1670,Groupe_198_2,Module_198_1,Prof_50,S_5_12,2025-01-10,2
1762,Groupe_23_1,Module_23_5,Prof_50,S_5_5,2025-01-14,3
1827,Groupe_34_2,Module_34_3,Prof_50,S_4_25,2025-01-12,2
1894,Groupe_38_4,Module_38_1,Prof_50,S_5_2,2025-01-10,1
2035,Groupe_57_2,Module_57_6,Prof_50,AMP_5_1,2025-01-21,2
2119,Groupe_73_2,Module_73_2,Prof_50,AMP_7_1,2025-01-17,2
2211,Groupe_93_3,Module_93_3,Prof_50,AMP_7_3,2025-01-18,4
2301,Groupe_114_2,Module_114_3,Prof_50,AMP_6_2,2025-01-18,1
2389,Groupe_124_3,Module_124_1,Prof_50,S_5_2,2025-01-16,3
2477,Groupe_135_3,Module_135_1,Prof_50,S_5_3,2025-01-16,1
2572,Groupe_152_3,Module_152_8,Prof_50,AMP_5_3,2025-01-23,3
2663,Groupe_170_5,Module_170_3,Prof_50,AMP_6_2,2025-01-19,4
2750,Groupe_181_4,Module_181_6,Prof_50,AMP_6_1,2025-01-22,2
2840,Groupe_186_5,Module_186_4,Prof_50,AMP_6_1,2025-01-20,2
2932,Groupe_6_3,Module_6_4,Prof_50,AMP_7_1,2025-01-20,1
3022,Groupe_30_2,Module_30_3,Prof_50,AMP_7_1,2025-01-19,2
3113,Groupe_76_4,Module_76_3,Prof_50,AMP_2_3,2025-01-19,4
3203,Groupe_86_1,Module_86_4,Prof_50,S_5_18,2025-01-21,1
3290,Groupe_98_1,Module_98_3,Prof_50,S_6_1,2025-01-20,2
3380,Groupe_108_3,Module_108_5,Prof_50,S_5_21,2025-01-22,2
3473,Groupe_150_3,Module_150_4,Prof_50,S_6_2,2025-01-21,2
3564,Groupe_184_3,Module_184_5,Prof_50,S_5_24,2025-01-22,1
3655,Groupe_32_2,Module_32_6,Prof_50,S_5_21,2025-01-23,3
3741,Groupe_61_3,Module_61_6,Prof_50,AMP_3_1,2025-01-24,1
3833,Groupe_66_4,Module_66_8,Prof_50,AMP_1_1,2025-01-26,4
3928,Groupe_118_2,Module_118_3,Prof_50,AMP_4_1,2025-01-24,3
4010,Groupe_128_3,Module_128_1,Prof_50,S_4_21,2025-01-23,3
4100,Groupe_151_4,Module_151_6,Prof_50,AMP_5_2,2025-01-28,2
4192,Groupe_191_3,Module_191_6,Prof_50,AMP_1_2,2025-01-28,1
4286,Groupe_15_4,Module_15_4,Prof_50,AMP_3_1,2025-01-27,2
4371,Groupe_40_3,Module_40_5,Prof_50,AMP_3_1,2025-01-28,3
4460,Groupe_71_4,Module_71_4,Prof_50,AMP_4_2,2025-01-27,1
4550,Groupe_130_1,Module_130_4,Prof_50,AMP_3_2,2025-01-27,3
4639,Groupe_144_1,Module_144_3,Prof_50,AMP_6_1,2025-01-26,2
4727,Groupe_172_1,Module_172_1,Prof_50,S_4_25,2025-01-24,3
4822,Groupe_3_2,Module_3_6,Prof_50,AMP_7_1,2025-01-29,3
4911,Groupe_50_4,Module_50_2,Prof_50,AMP_2_1,2025-01-26,4
5004,Groupe_156_4,Module_156_5,Prof_50,AMP_7_2,2025-01-29,4
5080,Groupe_175_1,Module_175_1,Prof_50,S_5_11,2025-01-25,4
51,Groupe_12_3,Module_12_1,Prof_51,AMP_1_1,2025-01-10,4
141,Groupe_29_4,Module_29_3,Prof_51,AMP_5_1,2025-01-12,1
231,Groupe_54_4,Module_54_1,Prof_51,AMP_1_3,2025-01-10,3
321,Groupe_74_1,Module_74_1,Prof_51,AMP_5_2,2025-01-10,1
411,Groupe_97_1,Module_97_4,Prof_51,AMP_1_2,2025-01-13,3
501,Groupe_115_2,Module_115_7,Prof_51,AMP_1_2,2025-01-16,1
591,Groupe_126_4,Module_126_5,Prof_51,AMP_3_3,2025-01-14,1
681,Groupe_142_2,Module_142_6,Prof_51,AMP_4_3,2025-01-15,2
771,Groupe_164_1,Module_164_5,Prof_51,AMP_4_2,2025-01-14,4
861,Groupe_174_4,Module_174_3,Prof_51,AMP_4_3,2025-01-12,2
952,Groupe_5_3,Module_5_2,Prof_51,AMP_6_1,2025-01-11,4
1041,Groupe_27_2,Module_27_3,Prof_51,AMP_6_1,2025-01-12,2
1131,Groupe_52_4,Module_52_5,Prof_51,S_5_19,2025-01-14,2
1221,Groupe_75_1,Module_75_4,Prof_51,S_5_19,2025-01-13,1
1311,Groupe_82_1,Module_82_2,Prof_51,S_5_19,2025-01-11,4
1401,Groupe_104_2,Module_104_6,Prof_51,S_5_23,2025-01-15,2
1491,Groupe_113_2,Module_113_9,Prof_51,AMP_5_1,2025-01-18,3
1581,Groupe_160_3,Module_160_7,Prof_51,AMP_7_2,2025-01-16,1
1671,Groupe_198_2,Module_198_2,Prof_51,S_5_10,2025-01-11,1
1761,Groupe_23_1,Module_23_4,Prof_51,S_5_25,2025-01-13,3
1842,Groupe_34_4,Module_34_6,Prof_51,S_5_10,2025-01-15,2
1970,Groupe_49_1,Module_49_4,Prof_51,AMP_1_1,2025-01-19,1
2036,Groupe_57_2,Module_57_7,Prof_51,AMP_6_3,2025-01-22,1
2121,Groupe_73_2,Module_73_4,Prof_51,AMP_6_3,2025-01-19,1
2210,Groupe_93_3,Module_93_2,Prof_51,AMP_2_2,2025-01-17,2
2300,Groupe_114_2,Module_114_2,Prof_51,S_5_18,2025-01-17,2
2390,Groupe_124_3,Module_124_2,Prof_51,AMP_6_1,2025-01-17,1
2481,Groupe_135_3,Module_135_5,Prof_51,AMP_3_1,2025-01-20,2
2557,Groupe_152_2,Module_152_1,Prof_51,S_4_25,2025-01-16,4
2664,Groupe_170_5,Module_170_4,Prof_51,AMP_6_2,2025-01-20,3
2751,Groupe_181_4,Module_181_7,Prof_51,AMP_6_2,2025-01-23,3
2841,Groupe_186_5,Module_186_5,Prof_51,AMP_7_2,2025-01-21,3
2930,Groupe_6_3,Module_6_2,Prof_51,S_6_3,2025-01-18,1
3021,Groupe_30_2,Module_30_2,Prof_51,S_5_25,2025-01-18,1
3115,Groupe_76_4,Module_76_5,Prof_51,AMP_2_1,2025-01-21,4
3201,Groupe_86_1,Module_86_2,Prof_51,S_5_20,2025-01-19,3
3292,Groupe_98_1,Module_98_5,Prof_51,AMP_2_2,2025-01-22,4
3381,Groupe_108_3,Module_108_6,Prof_51,AMP_4_1,2025-01-23,4
3472,Groupe_150_3,Module_150_3,Prof_51,S_5_21,2025-01-20,4
3563,Groupe_184_3,Module_184_4,Prof_51,S_4_24,2025-01-21,3
3654,Groupe_32_2,Module_32_5,Prof_51,S_5_15,2025-01-22,3
3742,Groupe_61_3,Module_61_7,Prof_51,AMP_1_3,2025-01-25,1
3838,Groupe_91_1,Module_91_5,Prof_51,AMP_2_1,2025-01-23,1
3929,Groupe_118_2,Module_118_4,Prof_51,AMP_5_3,2025-01-25,2
4011,Groupe_128_3,Module_128_2,Prof_51,AMP_4_2,2025-01-24,2
4101,Groupe_151_4,Module_151_7,Prof_51,AMP_5_1,2025-01-29,1
4194,Groupe_191_4,Module_191_2,Prof_51,AMP_7_1,2025-01-24,1
4287,Groupe_15_4,Module_15_5,Prof_51,AMP_3_2,2025-01-28,1
4372,Groupe_40_3,Module_40_6,Prof_51,AMP_5_3,2025-01-29,2
4461,Groupe_71_4,Module_71_5,Prof_51,AMP_6_2,2025-01-28,4
4551,Groupe_130_1,Module_130_5,Prof_51,AMP_6_2,2025-01-28,2
4642,Groupe_144_1,Module_144_6,Prof_51,AMP_4_3,2025-01-29,3
4733,Groupe_172_2,Module_172_1,Prof_51,S_5_2,2025-01-24,1
4824,Groupe_3_3,Module_3_2,Prof_51,S_5_25,2025-01-25,1
4916,Groupe_55_1,Module_55_2,Prof_51,S_6_3,2025-01-26,3
5001,Groupe_156_4,Module_156_2,Prof_51,S_5_17,2025-01-26,4
5092,Groupe_175_3,Module_175_3,Prof_51,S_5_15,2025-01-27,1
52,Groupe_12_3,Module_12_2,Prof_52,AMP_6_3,2025-01-11,1
142,Groupe_29_4,Module_29_4,Prof_52,AMP_5_2,2025-01-13,1
232,Groupe_54_4,Module_54_2,Prof_52,AMP_5_1,2025-01-11,3
322,Groupe_74_1,Module_74_2,Prof_52,AMP_1_2,2025-01-11,1
412,Groupe_97_1,Module_97_5,Prof_52,AMP_1_2,2025-01-14,1
502,Groupe_115_3,Module_115_1,Prof_52,AMP_3_1,2025-01-10,3
592,Groupe_126_4,Module_126_6,Prof_52,AMP_7_3,2025-01-15,2
682,Groupe_142_3,Module_142_1,Prof_52,AMP_3_2,2025-01-10,1
772,Groupe_164_1,Module_164_6,Prof_52,AMP_7_2,2025-01-15,2
862,Groupe_174_4,Module_174_4,Prof_52,AMP_4_1,2025-01-13,1
951,Groupe_5_3,Module_5_1,Prof_52,AMP_2_3,2025-01-10,3
1042,Groupe_27_2,Module_27_4,Prof_52,AMP_4_2,2025-01-13,3
1132,Groupe_52_4,Module_52_6,Prof_52,AMP_7_1,2025-01-15,3
1222,Groupe_75_1,Module_75_5,Prof_52,S_6_4,2025-01-14,3
1312,Groupe_82_1,Module_82_3,Prof_52,S_5_24,2025-01-12,1
1404,Groupe_104_3,Module_104_3,Prof_52,S_5_21,2025-01-12,4
1494,Groupe_113_3,Module_113_3,Prof_52,S_5_22,2025-01-12,4
1586,Groupe_178_1,Module_178_5,Prof_52,S_5_16,2025-01-14,1
1676,Groupe_198_2,Module_198_7,Prof_52,AMP_2_2,2025-01-16,4
1764,Groupe_23_1,Module_23_7,Prof_52,S_5_18,2025-01-16,4
1893,Groupe_38_3,Module_38_9,Prof_52,AMP_1_3,2025-01-18,4
1971,Groupe_49_1,Module_49_5,Prof_52,AMP_1_1,2025-01-20,2
2037,Groupe_57_3,Module_57_1,Prof_52,S_5_16,2025-01-16,2
2122,Groupe_73_2,Module_73_5,Prof_52,AMP_1_3,2025-01-20,1
2212,Groupe_93_3,Module_93_4,Prof_52,AMP_1_3,2025-01-19,3
2302,Groupe_114_2,Module_114_4,Prof_52,AMP_5_3,2025-01-19,3
2392,Groupe_124_3,Module_124_4,Prof_52,AMP_7_3,2025-01-19,3
2482,Groupe_135_3,Module_135_6,Prof_52,AMP_3_2,2025-01-21,3
2574,Groupe_152_4,Module_152_2,Prof_52,S_5_24,2025-01-17,2
2661,Groupe_170_5,Module_170_1,Prof_52,S_5_16,2025-01-17,2
2752,Groupe_182_1,Module_182_1,Prof_52,S_5_18,2025-01-17,3
2842,Groupe_186_5,Module_186_6,Prof_52,AMP_4_3,2025-01-22,3
2933,Groupe_6_3,Module_6_5,Prof_52,AMP_7_1,2025-01-21,1
3023,Groupe_30_2,Module_30_4,Prof_52,AMP_2_1,2025-01-20,1
3112,Groupe_76_4,Module_76_2,Prof_52,AMP_2_2,2025-01-18,2
3200,Groupe_86_1,Module_86_1,Prof_52,S_5_16,2025-01-18,3
3293,Groupe_98_1,Module_98_6,Prof_52,AMP_6_2,2025-01-23,1
3382,Groupe_108_3,Module_108_7,Prof_52,AMP_5_3,2025-01-24,3
3474,Groupe_150_3,Module_150_5,Prof_52,S_5_16,2025-01-22,2
3565,Groupe_184_3,Module_184_6,Prof_52,AMP_7_2,2025-01-23,1
3653,Groupe_32_2,Module_32_4,Prof_52,S_5_4,2025-01-21,3
3746,Groupe_61_4,Module_61_4,Prof_52,S_4_21,2025-01-22,2
3839,Groupe_91_1,Module_91_6,Prof_52,AMP_4_2,2025-01-24,3
3930,Groupe_118_2,Module_118_5,Prof_52,AMP_5_1,2025-01-26,4
4012,Groupe_128_3,Module_128_3,Prof_52,AMP_3_2,2025-01-25,3
4102,Groupe_167_1,Module_167_1,Prof_52,S_6_2,2025-01-23,1
4195,Groupe_191_4,Module_191_3,Prof_52,AMP_7_2,2025-01-25,3
4288,Groupe_15_4,Module_15_6,Prof_52,AMP_5_2,2025-01-29,2
4373,Groupe_44_1,Module_44_1,Prof_52,S_5_25,2025-01-24,4
4462,Groupe_71_4,Module_71_6,Prof_52,AMP_3_3,2025-01-29,1
4552,Groupe_130_1,Module_130_6,Prof_52,AMP_6_2,2025-01-29,2
4641,Groupe_144_1,Module_144_5,Prof_52,AMP_4_2,2025-01-28,1
4731,Groupe_172_1,Module_172_5,Prof_52,AMP_7_2,2025-01-28,2
4821,Groupe_3_2,Module_3_5,Prof_52,AMP_2_1,2025-01-28,3
4915,Groupe_55_1,Module_55_1,Prof_52,S_5_20,2025-01-25,2
5002,Groupe_156_4,Module_156_3,Prof_52,S_5_17,2025-01-27,4
5096,Groupe_177_1,Module_177_2,Prof_52,S_5_15,2025-01-26,1
53,Groupe_12_3,Module_12_3,Prof_53,AMP_1_1,2025-01-12,4
143,Groupe_29_4,Module_29_5,Prof_53,AMP_5_1,2025-01-14,3
233,Groupe_54_4,Module_54_3,Prof_53,AMP_1_2,2025-01-12,1
323,Groupe_74_1,Module_74_3,Prof_53,AMP_3_3,2025-01-12,3
413,Groupe_97_1,Module_97_6,Prof_53,AMP_3_2,2025-01-15,3
503,Groupe_115_3,Module_115_2,Prof_53,AMP_7_3,2025-01-11,2
593,Groupe_131_1,Module_131_1,Prof_53,AMP_6_2,2025-01-10,3
683,Groupe_142_3,Module_142_2,Prof_53,AMP_7_3,2025-01-11,3
773,Groupe_164_1,Module_164_7,Prof_53,AMP_3_1,2025-01-16,3
863,Groupe_174_4,Module_174_5,Prof_53,AMP_7_2,2025-01-14,4
954,Groupe_5_3,Module_5_4,Prof_53,AMP_6_2,2025-01-13,3
1043,Groupe_27_2,Module_27_5,Prof_53,AMP_7_2,2025-01-14,1
1133,Groupe_53_1,Module_53_1,Prof_53,S_5_18,2025-01-10,3
1223,Groupe_75_1,Module_75_6,Prof_53,S_5_21,2025-01-15,2
1313,Groupe_82_1,Module_82_4,Prof_53,S_5_22,2025-01-13,2
1402,Groupe_104_3,Module_104_1,Prof_53,S_4_22,2025-01-10,2
1493,Groupe_113_3,Module_113_2,Prof_53,S_5_5,2025-01-11,1
1585,Groupe_178_1,Module_178_4,Prof_53,S_5_24,2025-01-13,4
1675,Groupe_198_2,Module_198_6,Prof_53,S_5_18,2025-01-15,4
1771,Groupe_23_2,Module_23_7,Prof_53,AMP_2_2,2025-01-16,2
1900,Groupe_38_4,Module_38_7,Prof_53,AMP_2_1,2025-01-16,1
1972,Groupe_49_1,Module_49_6,Prof_53,AMP_6_3,2025-01-21,4
2038,Groupe_57_3,Module_57_2,Prof_53,AMP_7_2,2025-01-17,2
2123,Groupe_73_2,Module_73_6,Prof_53,AMP_5_2,2025-01-21,4
2213,Groupe_93_3,Module_93_5,Prof_53,AMP_5_2,2025-01-20,4
2303,Groupe_114_2,Module_114_5,Prof_53,AMP_1_3,2025-01-20,2
2393,Groupe_124_3,Module_124_5,Prof_53,AMP_3_1,2025-01-20,1
2483,Groupe_135_3,Module_135_7,Prof_53,AMP_6_2,2025-01-22,1
2575,Groupe_152_4,Module_152_3,Prof_53,AMP_4_2,2025-01-18,4
2665,Groupe_170_5,Module_170_5,Prof_53,AMP_6_2,2025-01-21,2
2753,Groupe_182_1,Module_182_2,Prof_53,AMP_6_1,2025-01-18,4
2843,Groupe_186_5,Module_186_7,Prof_53,AMP_6_2,2025-01-23,2
2929,Groupe_6_3,Module_6_1,Prof_53,S_6_20,2025-01-17,1
3020,Groupe_30_2,Module_30_1,Prof_53,S_5_7,2025-01-17,2
3116,Groupe_76_4,Module_76_6,Prof_53,S_5_18,2025-01-22,1
3204,Groupe_86_1,Module_86_5,Prof_53,AMP_6_1,2025-01-22,4
3288,Groupe_98_1,Module_98_1,Prof_53,S_5_21,2025-01-18,4
3384,Groupe_108_4,Module_108_2,Prof_53,S_5_15,2025-01-19,3
3471,Groupe_150_3,Module_150_2,Prof_53,S_5_24,2025-01-19,2
3561,Groupe_184_3,Module_184_2,Prof_53,S_5_23,2025-01-19,4
3661,Groupe_32_3,Module_32_6,Prof_53,S_5_15,2025-01-23,2
3747,Groupe_61_4,Module_61_5,Prof_53,S_4_25,2025-01-23,2
3840,Groupe_91_1,Module_91_7,Prof_53,AMP_3_3,2025-01-25,3
3931,Groupe_118_2,Module_118_6,Prof_53,AMP_6_3,2025-01-27,3
4013,Groupe_128_3,Module_128_4,Prof_53,AMP_5_1,2025-01-26,1
4103,Groupe_167_1,Module_167_2,Prof_53,AMP_7_1,2025-01-24,3
4196,Groupe_191_4,Module_191_4,Prof_53,AMP_3_2,2025-01-26,1
4289,Groupe_19_1,Module_19_1,Prof_53,AMP_2_1,2025-01-24,2
4374,Groupe_44_1,Module_44_2,Prof_53,AMP_2_3,2025-01-25,3
4463,Groupe_84_1,Module_84_1,Prof_53,S_5_20,2025-01-24,2
4554,Groupe_130_2,Module_130_2,Prof_53,S_6_2,2025-01-25,4
4645,Groupe_144_2,Module_144_3,Prof_53,AMP_4_1,2025-01-26,4
4732,Groupe_172_1,Module_172_6,Prof_53,AMP_7_2,2025-01-29,3
4826,Groupe_3_3,Module_3_4,Prof_53,AMP_4_3,2025-01-27,3
4917,Groupe_55_1,Module_55_3,Prof_53,S_6_1,2025-01-27,1
5003,Groupe_156_4,Module_156_4,Prof_53,AMP_2_1,2025-01-28,2
5094,Groupe_175_3,Module_175_5,Prof_53,S_5_20,2025-01-29,2
54,Groupe_12_3,Module_12_4,Prof_54,AMP_1_1,2025-01-13,1
144,Groupe_29_4,Module_29_6,Prof_54,AMP_6_3,2025-01-15,1
234,Groupe_54_4,Module_54_4,Prof_54,AMP_1_3,2025-01-13,4
324,Groupe_74_1,Module_74_4,Prof_54,AMP_3_3,2025-01-13,4
414,Groupe_97_1,Module_97_7,Prof_54,AMP_1_3,2025-01-16,1
504,Groupe_115_3,Module_115_3,Prof_54,AMP_4_3,2025-01-12,1
594,Groupe_131_1,Module_131_2,Prof_54,AMP_6_2,2025-01-11,2
684,Groupe_142_3,Module_142_3,Prof_54,AMP_3_1,2025-01-12,2
774,Groupe_164_1,Module_164_8,Prof_54,AMP_1_3,2025-01-17,1
864,Groupe_174_4,Module_174_6,Prof_54,AMP_4_1,2025-01-15,3
953,Groupe_5_3,Module_5_3,Prof_54,AMP_7_2,2025-01-12,2
1044,Groupe_27_2,Module_27_6,Prof_54,AMP_4_2,2025-01-15,4
1134,Groupe_53_1,Module_53_2,Prof_54,AMP_2_1,2025-01-11,2
1224,Groupe_75_1,Module_75_7,Prof_54,AMP_7_3,2025-01-16,1
1314,Groupe_82_1,Module_82_5,Prof_54,S_5_21,2025-01-14,3
1403,Groupe_104_3,Module_104_2,Prof_54,S_5_19,2025-01-11,3
1492,Groupe_113_3,Module_113_1,Prof_54,S_5_22,2025-01-10,3
1582,Groupe_178_1,Module_178_1,Prof_54,S_5_20,2025-01-10,4
1674,Groupe_198_2,Module_198_5,Prof_54,S_6_1,2025-01-14,4
1765,Groupe_23_2,Module_23_1,Prof_54,S_5_22,2025-01-10,1
1835,Groupe_34_3,Module_34_5,Prof_54,S_5_22,2025-01-14,4
1973,Groupe_49_1,Module_49_7,Prof_54,AMP_5_1,2025-01-22,2
2039,Groupe_57_3,Module_57_3,Prof_54,AMP_1_2,2025-01-18,1
2124,Groupe_73_2,Module_73_7,Prof_54,AMP_1_2,2025-01-22,2
2214,Groupe_93_3,Module_93_6,Prof_54,AMP_1_3,2025-01-21,1
2304,Groupe_114_2,Module_114_6,Prof_54,AMP_3_3,2025-01-21,1
2394,Groupe_124_3,Module_124_6,Prof_54,AMP_5_3,2025-01-21,3
2484,Groupe_135_3,Module_135_8,Prof_54,AMP_5_1,2025-01-23,1
2565,Groupe_152_3,Module_152_1,Prof_54,S_5_10,2025-01-16,2
2666,Groupe_170_5,Module_170_6,Prof_54,AMP_7_2,2025-01-22,2
2754,Groupe_182_1,Module_182_3,Prof_54,AMP_6_2,2025-01-19,1
2844,Groupe_186_5,Module_186_8,Prof_54,AMP_1_1,2025-01-24,4
2935,Groupe_6_3,Module_6_7,Prof_54,AMP_4_3,2025-01-23,2
3026,Groupe_30_2,Module_30_7,Prof_54,AMP_7_2,2025-01-23,3
3095,Groupe_76_2,Module_76_1,Prof_54,S_5_1,2025-01-17,1
3126,Groupe_78_2,Module_78_1,Prof_54,S_7_13,2025-01-17,4
3294,Groupe_98_1,Module_98_7,Prof_54,AMP_1_3,2025-01-24,2
3383,Groupe_108_4,Module_108_1,Prof_54,S_5_20,2025-01-18,2
3470,Groupe_150_3,Module_150_1,Prof_54,S_5_16,2025-01-18,4
3562,Groupe_184_3,Module_184_3,Prof_54,S_4_23,2025-01-20,2
3651,Groupe_32_2,Module_32_2,Prof_54,S_5_21,2025-01-19,1
3743,Groupe_61_4,Module_61_1,Prof_54,S_5_13,2025-01-19,3
3819,Groupe_66_3,Module_66_2,Prof_54,S_5_3,2025-01-20,1
3884,Groupe_99_4,Module_99_2,Prof_54,S_5_6,2025-01-20,4
4014,Groupe_128_3,Module_128_5,Prof_54,AMP_5_2,2025-01-27,3
4104,Groupe_167_1,Module_167_3,Prof_54,AMP_4_3,2025-01-25,3
4197,Groupe_191_4,Module_191_5,Prof_54,AMP_1_3,2025-01-27,1
4290,Groupe_19_1,Module_19_2,Prof_54,AMP_7_1,2025-01-25,4
4375,Groupe_44_1,Module_44_3,Prof_54,AMP_7_3,2025-01-26,4
4464,Groupe_84_1,Module_84_2,Prof_54,S_5_19,2025-01-25,3
4553,Groupe_130_2,Module_130_1,Prof_54,S_6_20,2025-01-24,1
4646,Groupe_144_2,Module_144_4,Prof_54,AMP_4_2,2025-01-27,4
4735,Groupe_172_2,Module_172_3,Prof_54,AMP_2_3,2025-01-26,3
4825,Groupe_3_3,Module_3_3,Prof_54,AMP_2_2,2025-01-26,1
4918,Groupe_55_1,Module_55_4,Prof_54,AMP_2_3,2025-01-28,2
5008,Groupe_159_1,Module_159_4,Prof_54,AMP_2_2,2025-01-28,2
5098,Groupe_177_1,Module_177_4,Prof_54,S_5_24,2025-01-28,3
55,Groupe_12_3,Module_12_5,Prof_55,AMP_1_1,2025-01-14,2
145,Groupe_29_4,Module_29_7,Prof_55,AMP_6_3,2025-01-16,4
235,Groupe_54_4,Module_54_5,Prof_55,AMP_5_2,2025-01-14,4
325,Groupe_74_1,Module_74_5,Prof_55,AMP_1_2,2025-01-14,4
415,Groupe_97_1,Module_97_8,Prof_55,AMP_6_3,2025-01-17,2
505,Groupe_115_3,Module_115_4,Prof_55,AMP_7_3,2025-01-13,4
595,Groupe_131_1,Module_131_3,Prof_55,AMP_7_2,2025-01-12,1
685,Groupe_142_3,Module_142_4,Prof_55,AMP_3_1,2025-01-13,3
